cube_cell_id,schema_version,batch_id,analytical_category_code,analytical_category,evidence_family_code,evidence_family,task_depth,task_depth_definition,cell_viability,candidate_generation_target,final_selection_target_v0,archetype_title,bounded_objective,example_agent_inputs_json,example_structured_output_json,likely_grader_types_json,primary_failure_modes_json,acquisition_method_tags_json,experiment_type_tags_json,scientific_context_tags_json,source_basis,source_urls_json,quantity_rationale,notes,review_status,primary_operation_v2,secondary_operations_v2_json,evidence_regime_v2,acquisition_strategy_tags_v2_json,quantification_strategy_tags_v2_json,molecular_scope_tags_v2_json,sampling_resolution_tags_v2_json,method_freedom_v2,decision_analysis_scope_v2,legacy_cube_cell_id
C06-E03-A,0.2,B06,C06,Interactions and protein complexes,E03,TMT / isobaric-label MS,Atomic,One local analytical judgment with a bounded empirical endpoint.,strong,3,0,Classify a TMT-enriched proximity candidate,"Determine whether a prey shows bait-specific or condition-specific enrichment after accounting for controls, channel balance, bait expression, and multiplexing artifacts.","[{""role"": ""TMT prey abundance table"", ""format"": ""to_be_determined""}, {""role"": ""bait/control channel map"", ""format"": ""to_be_determined""}, {""role"": ""bait expression"", ""format"": ""to_be_determined""}, {""role"": ""channel QC"", ""format"": ""to_be_determined""}]","{""prey_id"": ""string"", ""classification"": ""bait_enriched|condition_enriched|background|unresolved""}","[""multiple_choice"", ""exact_match""]","[""channel imbalance"", ""bait-expression confounding"", ""ratio compression"", ""background proximity labeling""]","[""TMT"", ""isobaric AP-MS"", ""TMT proximity labeling"", ""multiplexed pulldown proteomics""]","[""multiplexed AP-MS"", ""BioID/TurboID"", ""condition-specific interactome"", ""competitive pulldown""]","[""research"", ""drug discovery"", ""functional proteomics""]","HUPO-PSI molecular-interaction standards, primary AP-MS/proximity-labeling/XL-MS/complex-profiling methods, official assay resources, or public proteomics data ecosystems supporting this task shape.","[""https://pmc.ncbi.nlm.nih.gov/articles/PMC4102138/"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC4378866/"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC3308701/"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC6126969/""]","Candidate target is the number of distinct sourced task candidates to seek for this cube cell. Final target is a provisional slot count within the 8-evaluation Interactions and protein complexes margin. The final depth margin is fixed at 2 Atomic, 4 Composite, and 2 Decision tasks.","Proximity labeling indicates neighborhood, not necessarily direct physical binding.",draft_inventory,pattern_structure_and_relationship_inference,"[""study_design_and_sample_structure""]",global_bottom_up_discovery_ms,"[""ap_ms"", ""proximity_labeling"", ""DDA""]","[""isobaric_labeling""]","[""protein_interaction"", ""global_proteome""]","[""bulk_sample""]",observational,,C06-E03-A
C06-E03-C,0.2,B06,C06,Interactions and protein complexes,E03,TMT / isobaric-label MS,Composite,Several connected operations ending in one empirical result.,strong,4,1,Infer a multiplexed proximity or interaction network,"Normalize TMT channels, compare baits or conditions to appropriate controls, model replicate and plex effects, and return high-confidence proximal or interacting proteins with explicit relation type.","[{""role"": ""TMT protein matrix"", ""format"": ""to_be_determined""}, {""role"": ""bait/control/condition metadata"", ""format"": ""to_be_determined""}, {""role"": ""replicate and plex map"", ""format"": ""to_be_determined""}, {""role"": ""bait abundance"", ""format"": ""to_be_determined""}]","{""edges"": [{""source"": ""bait_id"", ""target"": ""prey_id"", ""relation"": ""proximal|co_purifying"", ""score"": 0.0, ""call"": ""supported|unsupported""}]}","[""structured_dictionary"", ""ranked_list"", ""label_set""]","[""proximity called direct interaction"", ""reference-channel failure"", ""bait abundance ignored"", ""plex effects ignored""]","[""TMT"", ""isobaric AP-MS"", ""TMT proximity labeling"", ""multiplexed pulldown proteomics""]","[""multiplexed AP-MS"", ""BioID/TurboID"", ""condition-specific interactome"", ""competitive pulldown""]","[""research"", ""drug discovery"", ""functional proteomics""]","HUPO-PSI molecular-interaction standards, primary AP-MS/proximity-labeling/XL-MS/complex-profiling methods, official assay resources, or public proteomics data ecosystems supporting this task shape.","[""https://pmc.ncbi.nlm.nih.gov/articles/PMC4102138/"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC4378866/"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC3308701/"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC6126969/""]","Candidate target is the number of distinct sourced task candidates to seek for this cube cell. Final target is a provisional slot count within the 8-evaluation Interactions and protein complexes margin. The final depth margin is fixed at 2 Atomic, 4 Composite, and 2 Decision tasks.",One final slot captures high-throughput multiplexed proximity/interactome analysis.,draft_inventory,quantification_and_harmonization,"[""study_design_and_sample_structure"", ""pattern_structure_and_relationship_inference""]",global_bottom_up_discovery_ms,"[""ap_ms"", ""proximity_labeling"", ""DDA""]","[""isobaric_labeling""]","[""protein_or_protein_group"", ""protein_interaction"", ""global_proteome""]","[""bulk_sample""]",procedural,,C06-E03-C
C06-E03-D,0.2,B06,C06,Interactions and protein complexes,E03,TMT / isobaric-label MS,Decision,Synthesis of provided evidence into a predefined scientific or operational action.,natural,2,0,Decide whether a condition-specific proximity change is credible,"Use multiplexed enrichment, controls, bait abundance, replicate consistency, and localization to classify a proximity change as credible, qualified, or unsupported.","[{""role"": ""differential proximity results"", ""format"": ""to_be_determined""}, {""role"": ""control and bait diagnostics"", ""format"": ""to_be_determined""}, {""role"": ""replicate profiles"", ""format"": ""to_be_determined""}, {""role"": ""localization annotations"", ""format"": ""to_be_determined""}]","{""bait_id"": ""string"", ""prey_id"": ""string"", ""status"": ""credible|qualified|unsupported""}","[""multiple_choice"", ""label_set""]","[""proximity interpreted as direct binding"", ""bait relocalization ignored"", ""single-channel effect overcalled""]","[""TMT"", ""isobaric AP-MS"", ""TMT proximity labeling"", ""multiplexed pulldown proteomics""]","[""multiplexed AP-MS"", ""BioID/TurboID"", ""condition-specific interactome"", ""competitive pulldown""]","[""research"", ""drug discovery"", ""functional proteomics""]","HUPO-PSI molecular-interaction standards, primary AP-MS/proximity-labeling/XL-MS/complex-profiling methods, official assay resources, or public proteomics data ecosystems supporting this task shape.","[""https://pmc.ncbi.nlm.nih.gov/articles/PMC4102138/"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC4378866/"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC3308701/"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC6126969/""]","Candidate target is the number of distinct sourced task candidates to seek for this cube cell. Final target is a provisional slot count within the 8-evaluation Interactions and protein complexes margin. The final depth margin is fixed at 2 Atomic, 4 Composite, and 2 Decision tasks.",Candidate-only in the provisional subset.,draft_inventory,pattern_structure_and_relationship_inference,"[""study_design_and_sample_structure"", ""identification_and_molecular_inference"", ""quantification_and_harmonization"", ""biological_interpretation_and_evidence_integration""]",global_bottom_up_discovery_ms,"[""ap_ms"", ""proximity_labeling"", ""DDA""]","[""isobaric_labeling""]","[""protein_interaction"", ""global_proteome""]","[""bulk_sample""]",scientific,Composite,C06-E03-D
C06-E04-A,0.2,B06,C06,Interactions and protein complexes,E04,Targeted MS: PRM / SRM,Atomic,One local analytical judgment with a bounded empirical endpoint.,natural_overlap_assay_validation,2,0,Verify one targeted interaction marker,"Determine whether a targeted prey peptide, cross-linked peptide, or complex-specific transition is detected with sufficient selectivity and control enrichment.","[{""role"": ""targeted chromatograms"", ""format"": ""to_be_determined""}, {""role"": ""heavy standards"", ""format"": ""to_be_determined""}, {""role"": ""bait/control samples"", ""format"": ""to_be_determined""}, {""role"": ""transition criteria"", ""format"": ""to_be_determined""}]","{""marker_id"": ""string"", ""status"": ""confirmed|ambiguous|absent""}","[""multiple_choice"", ""exact_match""]","[""wrong peak"", ""control enrichment ignored"", ""cross-link interference"", ""qualifier-ratio failure""]","[""PRM"", ""SRM"", ""targeted complex monitoring"", ""targeted cross-link MS""]","[""targeted interactor verification"", ""complex stoichiometry"", ""targeted cross-link validation""]","[""research"", ""drug discovery"", ""translational""]","HUPO-PSI molecular-interaction standards, primary AP-MS/proximity-labeling/XL-MS/complex-profiling methods, official assay resources, or public proteomics data ecosystems supporting this task shape.","[""https://skyline.ms/home/software/Skyline/wiki-page.view?name=documentation"", ""https://proteomics.cancer.gov/assay-portal"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC6346213/"", ""https://www.proteomexchange.org/""]","Candidate target is the number of distinct sourced task candidates to seek for this cube cell. Final target is a provisional slot count within the 8-evaluation Interactions and protein complexes margin. The final depth margin is fixed at 2 Atomic, 4 Composite, and 2 Decision tasks.",Often better classified as targeted assay validation unless the endpoint is explicitly interaction evidence.,draft_inventory,pattern_structure_and_relationship_inference,"[""study_design_and_sample_structure"", ""analytical_validation_and_fit_for_purpose_assessment""]",targeted_quantitative_ms,"[""PRM"", ""SRM_MRM"", ""cross_linking_ms""]","[""targeted_peak_area""]","[""peptide_precursor"", ""protein_interaction"", ""cross_link"", ""targeted_analyte_panel""]","[""bulk_sample""]",observational,,C06-E04-A
C06-E04-C,0.2,B06,C06,Interactions and protein complexes,E04,Targeted MS: PRM / SRM,Composite,Several connected operations ending in one empirical result.,natural_but_narrow,2,0,Quantify a predefined protein complex using targeted MS,"Review target peptides, normalize to standards, estimate subunit abundances, and determine complex stoichiometry or condition-specific co-purification.","[{""role"": ""targeted subunit measurements"", ""format"": ""to_be_determined""}, {""role"": ""internal standards"", ""format"": ""to_be_determined""}, {""role"": ""bait/control metadata"", ""format"": ""to_be_determined""}, {""role"": ""complex composition"", ""format"": ""to_be_determined""}]","{""complex_id"": ""string"", ""subunit_stoichiometry"": {""protein_id"": 0.0}, ""co_purification_status"": ""supported|unsupported""}","[""numeric_tolerance"", ""structured_dictionary""]","[""protein abundance equated with complex incorporation"", ""non-equimolar response ignored"", ""invalid peptide surrogate""]","[""PRM"", ""SRM"", ""targeted complex monitoring"", ""targeted cross-link MS""]","[""targeted interactor verification"", ""complex stoichiometry"", ""targeted cross-link validation""]","[""research"", ""drug discovery"", ""translational""]","HUPO-PSI molecular-interaction standards, primary AP-MS/proximity-labeling/XL-MS/complex-profiling methods, official assay resources, or public proteomics data ecosystems supporting this task shape.","[""https://skyline.ms/home/software/Skyline/wiki-page.view?name=documentation"", ""https://proteomics.cancer.gov/assay-portal"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC6346213/"", ""https://www.proteomexchange.org/""]","Candidate target is the number of distinct sourced task candidates to seek for this cube cell. Final target is a provisional slot count within the 8-evaluation Interactions and protein complexes margin. The final depth margin is fixed at 2 Atomic, 4 Composite, and 2 Decision tasks.",Useful but narrower than discovery interaction workflows.,draft_inventory,quantification_and_harmonization,"[""study_design_and_sample_structure"", ""pattern_structure_and_relationship_inference""]",targeted_quantitative_ms,"[""PRM"", ""SRM_MRM"", ""cross_linking_ms""]","[""targeted_peak_area""]","[""peptide_precursor"", ""protein_or_protein_group"", ""protein_interaction"", ""cross_link"", ""targeted_analyte_panel""]","[""bulk_sample""]",procedural,,C06-E04-C
C06-E04-D,0.2,B06,C06,Interactions and protein complexes,E04,Targeted MS: PRM / SRM,Decision,Synthesis of provided evidence into a predefined scientific or operational action.,natural_overlap_assay_validation,2,0,Decide whether targeted evidence validates an interaction,"Use targeted detection, bait/control enrichment, stoichiometry, and replicate criteria to choose validated, qualified, or not validated.","[{""role"": ""targeted interaction results"", ""format"": ""to_be_determined""}, {""role"": ""controls"", ""format"": ""to_be_determined""}, {""role"": ""replicate data"", ""format"": ""to_be_determined""}, {""role"": ""validation criteria"", ""format"": ""to_be_determined""}]","{""interaction"": [""protein_id"", ""protein_id""], ""validation_status"": ""validated|qualified|not_validated""}","[""multiple_choice"", ""exact_match""]","[""co-detection called interaction"", ""negative control ignored"", ""non-specific pulldown""]","[""PRM"", ""SRM"", ""targeted complex monitoring"", ""targeted cross-link MS""]","[""targeted interactor verification"", ""complex stoichiometry"", ""targeted cross-link validation""]","[""research"", ""drug discovery"", ""translational""]","HUPO-PSI molecular-interaction standards, primary AP-MS/proximity-labeling/XL-MS/complex-profiling methods, official assay resources, or public proteomics data ecosystems supporting this task shape.","[""https://skyline.ms/home/software/Skyline/wiki-page.view?name=documentation"", ""https://proteomics.cancer.gov/assay-portal"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC6346213/"", ""https://www.proteomexchange.org/""]","Candidate target is the number of distinct sourced task candidates to seek for this cube cell. Final target is a provisional slot count within the 8-evaluation Interactions and protein complexes margin. The final depth margin is fixed at 2 Atomic, 4 Composite, and 2 Decision tasks.",Deferred to Category 8 or final candidate review.,draft_inventory,pattern_structure_and_relationship_inference,"[""study_design_and_sample_structure""]",targeted_quantitative_ms,"[""PRM"", ""SRM_MRM"", ""cross_linking_ms""]","[""targeted_peak_area""]","[""protein_interaction"", ""cross_link"", ""targeted_analyte_panel""]","[""bulk_sample""]",scientific,Composite,C06-E04-D
C06-E05-A,0.2,B06,C06,Interactions and protein complexes,E05,PTM enrichment / top-down / proteoform evidence,Atomic,One local analytical judgment with a bounded empirical endpoint.,natural,2,0,Identify a molecular form associated with a complex state,"Determine whether a specified PTM or proteoform is enriched in the bound, assembled, or conformationally altered state relative to controls.","[{""role"": ""form-level abundance"", ""format"": ""to_be_determined""}, {""role"": ""bound/unbound or complex fractions"", ""format"": ""to_be_determined""}, {""role"": ""parent-protein abundance"", ""format"": ""to_be_determined""}, {""role"": ""form annotations"", ""format"": ""to_be_determined""}]","{""form_id"": ""string"", ""association"": ""complex_enriched|not_enriched|unresolved""}","[""multiple_choice"", ""numeric_tolerance""]","[""parent abundance ignored"", ""form ambiguity"", ""fraction contamination"", ""causality overclaim""]","[""phosphoproteomics"", ""top-down MS"", ""native top-down MS"", ""limited proteolysis MS""]","[""PTM-dependent interaction"", ""proteoform-specific complex"", ""complex remodeling"", ""conformational proteomics""]","[""research"", ""drug discovery"", ""structural biology""]","HUPO-PSI molecular-interaction standards, primary AP-MS/proximity-labeling/XL-MS/complex-profiling methods, official assay resources, or public proteomics data ecosystems supporting this task shape.","[""https://www.psidev.info/proforma"", ""https://repository.topdownproteomics.org/"", ""https://www.topdownproteomics.org/"", ""https://msstats.org/wp-content/uploads/2022/03/MSstatsLiP_Workflow.html""]","Candidate target is the number of distinct sourced task candidates to seek for this cube cell. Final target is a provisional slot count within the 8-evaluation Interactions and protein complexes margin. The final depth margin is fixed at 2 Atomic, 4 Composite, and 2 Decision tasks.","Tests association with complex state, not whether the modification causes the interaction.",draft_inventory,comparative_and_statistical_inference,"[""data_integrity_and_quality_control"", ""study_design_and_sample_structure"", ""identification_and_molecular_inference"", ""quantification_and_harmonization""]",ptm_peptidoform_and_proteoform_resolved_evidence,"[""top_down_ms""]",[],"[""intact_proteoform"", ""protein_interaction"", ""peptidoform""]","[""bulk_sample""]",observational,,C06-E05-A
C06-E05-C,0.2,B06,C06,Interactions and protein complexes,E05,PTM enrichment / top-down / proteoform evidence,Composite,Several connected operations ending in one empirical result.,natural_overlap_ptm_category,3,0,Infer a proteoform-dependent complex or interaction change,"Integrate form-specific abundance, complex fractions, structural-proteomics evidence, and total-protein controls to identify which molecular forms track with assembly or interaction changes.","[{""role"": ""proteoform/PTM matrix"", ""format"": ""to_be_determined""}, {""role"": ""complex fractionation or pulldown data"", ""format"": ""to_be_determined""}, {""role"": ""structural evidence"", ""format"": ""to_be_determined""}, {""role"": ""protein abundance"", ""format"": ""to_be_determined""}]","{""form_complex_relations"": [{""form_id"": ""string"", ""complex_id"": ""string"", ""relation"": ""associated|not_associated|unresolved""}]}","[""structured_dictionary"", ""label_set""]","[""abundance confounding"", ""association called mechanism"", ""incompatible form evidence combined""]","[""phosphoproteomics"", ""top-down MS"", ""native top-down MS"", ""limited proteolysis MS""]","[""PTM-dependent interaction"", ""proteoform-specific complex"", ""complex remodeling"", ""conformational proteomics""]","[""research"", ""drug discovery"", ""structural biology""]","HUPO-PSI molecular-interaction standards, primary AP-MS/proximity-labeling/XL-MS/complex-profiling methods, official assay resources, or public proteomics data ecosystems supporting this task shape.","[""https://www.psidev.info/proforma"", ""https://repository.topdownproteomics.org/"", ""https://www.topdownproteomics.org/"", ""https://msstats.org/wp-content/uploads/2022/03/MSstatsLiP_Workflow.html""]","Candidate target is the number of distinct sourced task candidates to seek for this cube cell. Final target is a provisional slot count within the 8-evaluation Interactions and protein complexes margin. The final depth margin is fixed at 2 Atomic, 4 Composite, and 2 Decision tasks.",Valuable but likely better represented in the PTM/proteoform category.,draft_inventory,pattern_structure_and_relationship_inference,"[""study_design_and_sample_structure"", ""identification_and_molecular_inference"", ""quantification_and_harmonization"", ""comparative_and_statistical_inference""]",ptm_peptidoform_and_proteoform_resolved_evidence,"[""top_down_ms""]",[],"[""protein_or_protein_group"", ""intact_proteoform"", ""protein_interaction"", ""peptidoform""]","[""bulk_sample""]",scientific,,C06-E05-C
C06-E05-D,0.2,B06,C06,Interactions and protein complexes,E05,PTM enrichment / top-down / proteoform evidence,Decision,Synthesis of provided evidence into a predefined scientific or operational action.,natural_overlap_ptm_category,2,0,Decide whether complex remodeling is proteoform associated,"Classify a complex-state change as associated with a specific molecular form, explained by total protein, technically unresolved, or unsupported.","[{""role"": ""form-specific analysis"", ""format"": ""to_be_determined""}, {""role"": ""complex-state analysis"", ""format"": ""to_be_determined""}, {""role"": ""total-protein controls"", ""format"": ""to_be_determined""}, {""role"": ""sensitivity analyses"", ""format"": ""to_be_determined""}]","{""complex_id"": ""string"", ""conclusion"": ""proteoform_associated|protein_abundance_driven|technical|unsupported""}","[""multiple_choice""]","[""correlation treated as causation"", ""form specificity overclaimed"", ""structural evidence ignored""]","[""phosphoproteomics"", ""top-down MS"", ""native top-down MS"", ""limited proteolysis MS""]","[""PTM-dependent interaction"", ""proteoform-specific complex"", ""complex remodeling"", ""conformational proteomics""]","[""research"", ""drug discovery"", ""structural biology""]","HUPO-PSI molecular-interaction standards, primary AP-MS/proximity-labeling/XL-MS/complex-profiling methods, official assay resources, or public proteomics data ecosystems supporting this task shape.","[""https://www.psidev.info/proforma"", ""https://repository.topdownproteomics.org/"", ""https://www.topdownproteomics.org/"", ""https://msstats.org/wp-content/uploads/2022/03/MSstatsLiP_Workflow.html""]","Candidate target is the number of distinct sourced task candidates to seek for this cube cell. Final target is a provisional slot count within the 8-evaluation Interactions and protein complexes margin. The final depth margin is fixed at 2 Atomic, 4 Composite, and 2 Decision tasks.",Candidate-only.,draft_inventory,pattern_structure_and_relationship_inference,"[""study_design_and_sample_structure"", ""identification_and_molecular_inference"", ""biological_interpretation_and_evidence_integration""]",ptm_peptidoform_and_proteoform_resolved_evidence,"[""top_down_ms""]",[],"[""protein_or_protein_group"", ""intact_proteoform"", ""protein_interaction"", ""peptidoform""]","[""bulk_sample""]",scientific,Atomic,C06-E05-D
C06-E06-A,0.2,B06,C06,Interactions and protein complexes,E06,Affinity and NGS-readout proteomics,Atomic,One local analytical judgment with a bounded empirical endpoint.,weak_or_platform_specific,1,0,Interpret an affinity-based proximity or complex signal,"Determine whether a paired-reagent or affinity signal supports proximity, co-presence, direct interaction, or remains assay specific given the supplied assay design.","[{""role"": ""assay design"", ""format"": ""to_be_determined""}, {""role"": ""reagent specificity"", ""format"": ""to_be_determined""}, {""role"": ""signal and controls"", ""format"": ""to_be_determined""}, {""role"": ""candidate interpretations"", ""format"": ""to_be_determined""}]","{""assay_id"": ""string"", ""supported_relation"": ""proximity|co_presence|direct_interaction|assay_signal_only|unsupported""}","[""multiple_choice""]","[""assay signal called direct binding"", ""cross-reactivity ignored"", ""co-expression mistaken for complex formation""]","[""multiplex affinity panel"", ""PEA"", ""aptamer assay"", ""antibody pulldown with sequencing readout""]","[""ligand-receptor panel"", ""complex-specific affinity assay"", ""proximity extension assay""]","[""research"", ""translational"", ""clinical research""]","HUPO-PSI molecular-interaction standards, primary AP-MS/proximity-labeling/XL-MS/complex-profiling methods, official assay resources, or public proteomics data ecosystems supporting this task shape.","[""https://olink.com/technology/what-is-pea"", ""https://info.olink.com/specificity"", ""https://hupo.org/Proteomics-Standards-Initiative-%28PSI%29"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC3308701/""]","Candidate target is the number of distinct sourced task candidates to seek for this cube cell. Final target is a provisional slot count within the 8-evaluation Interactions and protein complexes margin. The final depth margin is fixed at 2 Atomic, 4 Composite, and 2 Decision tasks.",Predetermined analytes and assay-specific binding make this much narrower than MS interactomics.,draft_inventory,biological_interpretation_and_evidence_integration,"[""study_design_and_sample_structure"", ""pattern_structure_and_relationship_inference""]",affinity_and_sequencing_readout_proteomics,"[""affinity_measurement"", ""ngs_readout"", ""proximity_labeling""]","[""sequencing_counts"", ""affinity_intensity""]","[""protein_interaction""]","[""bulk_sample""]",observational,,C06-E06-A
C06-E06-C,0.2,B06,C06,Interactions and protein complexes,E06,Affinity and NGS-readout proteomics,Composite,Several connected operations ending in one empirical result.,natural_but_narrow,2,0,Reconcile affinity evidence for a predefined interaction,"Combine paired-affinity signals, total analyte levels, controls, perturbations, and orthogonal evidence to evaluate a predefined interaction or complex hypothesis.","[{""role"": ""affinity measurements"", ""format"": ""to_be_determined""}, {""role"": ""total-protein assays"", ""format"": ""to_be_determined""}, {""role"": ""control/perturbation results"", ""format"": ""to_be_determined""}, {""role"": ""orthogonal evidence"", ""format"": ""to_be_determined""}]","{""interaction"": [""protein_id"", ""protein_id""], ""evidence_status"": ""supported|qualified|unsupported"", ""relation_type"": ""string""}","[""multiple_choice"", ""structured_dictionary""]","[""total abundance confounding"", ""binding artifact"", ""orthogonal contradiction ignored""]","[""multiplex affinity panel"", ""PEA"", ""aptamer assay"", ""antibody pulldown with sequencing readout""]","[""ligand-receptor panel"", ""complex-specific affinity assay"", ""proximity extension assay""]","[""research"", ""translational"", ""clinical research""]","HUPO-PSI molecular-interaction standards, primary AP-MS/proximity-labeling/XL-MS/complex-profiling methods, official assay resources, or public proteomics data ecosystems supporting this task shape.","[""https://olink.com/technology/what-is-pea"", ""https://info.olink.com/specificity"", ""https://hupo.org/Proteomics-Standards-Initiative-%28PSI%29"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC3308701/""]","Candidate target is the number of distinct sourced task candidates to seek for this cube cell. Final target is a provisional slot count within the 8-evaluation Interactions and protein complexes margin. The final depth margin is fixed at 2 Atomic, 4 Composite, and 2 Decision tasks.",May become useful if a specific public paired-reagent or complex assay is identified.,draft_inventory,pattern_structure_and_relationship_inference,"[""study_design_and_sample_structure"", ""quantification_and_harmonization""]",affinity_and_sequencing_readout_proteomics,"[""affinity_measurement"", ""ngs_readout""]","[""sequencing_counts"", ""affinity_intensity""]","[""protein_interaction""]","[""bulk_sample""]",scientific,,C06-E06-C
C06-E06-D,0.2,B06,C06,Interactions and protein complexes,E06,Affinity and NGS-readout proteomics,Decision,Synthesis of provided evidence into a predefined scientific or operational action.,natural_but_narrow,1,0,Decide whether affinity evidence supports a complex-level claim,"Choose direct interaction, proximity/complex association, assay-specific signal, or unsupported using predefined evidence criteria.","[{""role"": ""affinity evidence package"", ""format"": ""to_be_determined""}, {""role"": ""specificity controls"", ""format"": ""to_be_determined""}, {""role"": ""orthogonal results"", ""format"": ""to_be_determined""}, {""role"": ""decision criteria"", ""format"": ""to_be_determined""}]","{""claim_level"": ""direct_interaction|complex_association|assay_signal_only|unsupported""}","[""multiple_choice""]","[""claim exceeds assay resolution"", ""specificity qualification ignored""]","[""multiplex affinity panel"", ""PEA"", ""aptamer assay"", ""antibody pulldown with sequencing readout""]","[""ligand-receptor panel"", ""complex-specific affinity assay"", ""proximity extension assay""]","[""research"", ""translational"", ""clinical research""]","HUPO-PSI molecular-interaction standards, primary AP-MS/proximity-labeling/XL-MS/complex-profiling methods, official assay resources, or public proteomics data ecosystems supporting this task shape.","[""https://olink.com/technology/what-is-pea"", ""https://info.olink.com/specificity"", ""https://hupo.org/Proteomics-Standards-Initiative-%28PSI%29"", ""https://pmc.ncbi.nlm.nih.gov/articles/PMC3308701/""]","Candidate target is the number of distinct sourced task candidates to seek for this cube cell. Final target is a provisional slot count within the 8-evaluation Interactions and protein complexes margin. The final depth margin is fixed at 2 Atomic, 4 Composite, and 2 Decision tasks.",No provisional final slot.,draft_inventory,comparative_and_statistical_inference,"[""study_design_and_sample_structure"", ""pattern_structure_and_relationship_inference"", ""biological_interpretation_and_evidence_integration""]",affinity_and_sequencing_readout_proteomics,"[""affinity_measurement"", ""ngs_readout""]","[""sequencing_counts"", ""affinity_intensity""]","[""protein_interaction""]","[""bulk_sample""]",scientific,Composite,C06-E06-D
C06-E07-A,0.2,B06,C06,Interactions and protein complexes,E07,Interaction and structural proteomics,Atomic,One local analytical judgment with a bounded empirical endpoint.,strong,4,1,Adjudicate a cross-link or complex-membership observation,"Determine whether one cross-link, subunit assignment, or structural restraint is valid using identification confidence, FDR context, distance compatibility, and controls.","[{""role"": ""cross-link or subunit result"", ""format"": ""to_be_determined""}, {""role"": ""confidence/FDR metadata"", ""format"": ""to_be_determined""}, {""role"": ""protein structure or topology"", ""format"": ""to_be_determined""}, {""role"": ""controls"", ""format"": ""to_be_determined""}]","{""observation_id"": ""string"", ""status"": ""valid|ambiguous|invalid"", ""reason"": ""string""}","[""multiple_choice"", ""exact_match""]","[""global FDR applied at wrong level"", ""distance violation ignored"", ""inter/intra-protein ambiguity"", ""decoy logic misuse""]","[""AP-MS"", ""BioID/TurboID"", ""XL-MS"", ""HDX-MS"", ""native MS"", ""SEC-MS""]","[""interaction mapping"", ""cross-link identification"", ""complex topology"", ""conformation and assembly analysis""]","[""research"", ""drug discovery"", ""structural biology""]","HUPO-PSI molecular-interaction standards, primary AP-MS/proximity-labeling/XL-MS/complex-profiling methods, official assay resources, or public proteomics data ecosystems supporting this task shape.","[""https://hupo.org/Proteomics-Standards-Initiative-%28PSI%29"", ""https://www.nature.com/articles/nmeth.3603"", ""https://www.nature.com/articles/s41467-021-23666-z"", ""https://arxiv.org/abs/2007.00383"", ""https://pubmed.ncbi.nlm.nih.gov/30642884/""]","Candidate target is the number of distinct sourced task candidates to seek for this cube cell. Final target is a provisional slot count within the 8-evaluation Interactions and protein complexes margin. The final depth margin is fixed at 2 Atomic, 4 Composite, and 2 Decision tasks.",XL-MS community work emphasizes appropriate error control and reliable protein-protein interaction assignment.,draft_inventory,pattern_structure_and_relationship_inference,"[""study_design_and_sample_structure"", ""identification_and_molecular_inference""]",interaction_and_structural_proteomics,"[""cross_linking_ms"", ""ap_ms"", ""DDA""]",[],"[""protein_interaction"", ""cross_link""]","[""bulk_sample""]",observational,,C06-E07-A
